,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Ogrzewanie,Rok budowy,Stan wykończenia,Forma własności,Okna,Czynsz,Dostępne od,Cena
1862,45.14,2,pierwotny,blok,2,2,pustak,,,,pełna własność,,,,264069.0
1863,55.40,3,pierwotny,blok,1,2,pustak,,,,pełna własność,,,,329630.0
1864,93.94,4,pierwotny,apartamentowiec,10,17,inne,miejskie,2021,,pełna własność,,,,691868.1
1865,52.55,3,pierwotny,apartamentowiec,3,5,inne,miejskie,2019,,pełna własność,,,,328438.0
1866,96.30,4,wtórny,apartamentowiec,0,2,,miejskie,,do zamieszkania,pełna własność,plastikowe,1 050,,660000.0
1867,46.38,2,pierwotny,apartamentowiec,5,5,inne,miejskie,2019,,pełna własność,,,,292194.0
1868,47.73,3,pierwotny,apartamentowiec,1,,,miejskie,2020,do wykończenia,,plastikowe,,,346042.0
1869,70,3,wtórny,,1,1,,,1960,,,,,,210000.0
1870,26.03,1,wtórny,blok,3,4,,miejskie,1980,,pełna własność,plastikowe,350,2019-03-01,105000.0
1871,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1872,104,5,pierwotny,apartamentowiec,10,16,,miejskie,,,,,,,780000.0
1873,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1874,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
1875,70,4,pierwotny,apartamentowiec,10,10,,miejskie,,,,,,,443450.0
1876,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
1877,45,2,pierwotny,apartamentowiec,3,,inne,miejskie,,,pełna własność,plastikowe,,,280350.0
1878,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
1879,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,600,,699000.0
1880,37.11,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,237504.0
1881,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1882,36.62,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,234368.0
1883,36.20,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,231680.0
1884,40.07,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,256448.0
1885,49.54,3,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,287332.0
1886,44.64,3,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,258912.0
1887,49.53,3,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,287274.0
1888,40.17,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,257088.0
1889,44.56,3,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,258448.0
1890,52.33,3,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,303514.0
1891,50.80,3,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,294640.0
1892,59,4,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,377600.0
1893,53.83,3,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,344512.0
1894,39.40,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,252160.0
1895,38.77,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,248128.0
1896,38.59,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,246976.0
1897,136.49,5,pierwotny,apartamentowiec,3,4,,miejskie,2018,do wykończenia,,plastikowe,,,966000.0
1898,41.32,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,243788.0
1899,35.93,2,pierwotny,apartamentowiec,7,10,,miejskie,,do wykończenia,,plastikowe,,,229952.0
1900,30.30,1,pierwotny,apartamentowiec,1,4,,miejskie,2018,do wykończenia,,plastikowe,,,191000.0
1901,82.28,4,pierwotny,apartamentowiec,2,4,,miejskie,2018,do wykończenia,,plastikowe,,,560000.0
1902,69.49,3,pierwotny,apartamentowiec,0,4,,,2018,do wykończenia,,plastikowe,,,460000.0
1903,34.21,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,251444.0
1904,39.46,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,270301.0
1905,36.58,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,250573.0
1906,52.46,3,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,333121.0
1907,30.64,1,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,209884.0
1908,37.57,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,257354.0
1909,59.87,4,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,392148.0
1910,58.65,3,wtórny,,2,3,,,,,spółdzielcze wł. z KW,,,,365000.0
1911,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
1912,37.51,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,275698.0
1913,59,3,wtórny,blok,2,2,,gazowe,2013,do zamieszkania,pełna własność,plastikowe,,,419000.0
1914,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1915,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1916,35,2,wtórny,apartamentowiec,0,3,,miejskie,2018,do zamieszkania,pełna własność,plastikowe,,,229000.0
1917,59,4,pierwotny,,10,10,,miejskie,2019,,,,,2019-12-30,354000.0
1918,34.02,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,250047.0
1919,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1920,104,5,pierwotny,apartamentowiec,10,16,,miejskie,,,,,,,780000.0
1921,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
1922,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
1923,25.62,1,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,188307.0
1924,52.49,3,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,343810.0
1925,52.55,3,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,344202.0
1926,39.58,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,271123.0
1927,55.70,4,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,381545.0
1928,36.58,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,250573.0
1929,34.21,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,251444.0
1930,39.46,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,270301.0
1931,37.57,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,257354.0
1932,59.87,4,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,392148.0
1933,30.64,1,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,209884.0
1934,52.46,3,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,333121.0
1935,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1936,46,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,259000.0
1937,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1938,69.59,3,pierwotny,apartamentowiec,1,8,pustak,miejskie,2017,do zamieszkania,,plastikowe,,,431000.0
1939,98,4,pierwotny,apartamentowiec,0,1,,inne,2017,do zamieszkania,pełna własność,,,,612000.0
1940,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1941,54.89,4,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,359530.0
1942,38.46,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,263451.0
1943,38.28,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,262218.0
1944,51.99,3,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,340534.0
1945,34.24,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,251664.0
1946,52.50,3,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,343875.0
1947,63.10,2,wtórny,blok,4,10,wielka płyta,miejskie,1980,,pełna własność,,,2019-01-01,299900.0
1948,128,5,wtórny,blok,0,10,beton,inne,,do zamieszkania,pełna własność,plastikowe,,,590000.0
1949,59.40,4,wtórny,blok,1,4,wielka płyta,miejskie,1980,do remontu,spółdzielcze własnościowe,plastikowe,,,239000.0
1950,60,3,wtórny,blok,8,15,beton,inne,,do zamieszkania,pełna własność,plastikowe,,,448000.0
1951,54,2,wtórny,blok,1,11,,miejskie,,do zamieszkania,,plastikowe,,,308000.0
1952,38.50,2,wtórny,,10,13,,,,do remontu,pełna własność,,420,,202000.0
1953,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1954,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1955,46,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,259000.0
1956,36.58,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,268863.0
1957,33.48,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,246078.0
1958,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
1959,39.65,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,271602.0
1960,54.71,4,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,374764.0
1961,45,2,wtórny,apartamentowiec,3,,inne,miejskie,,,pełna własność,plastikowe,,,280350.0
1962,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1963,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1964,64.10,3,wtórny,szeregowiec,0,,,gazowe,,do zamieszkania,pełna własność,plastikowe,,,299000.0
1965,46,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,259000.0
1966,60.20,3,wtórny,apartamentowiec,0,2,cegła,gazowe,2019,do wykończenia,pełna własność,plastikowe,,,350000.0
1967,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1968,45,2,wtórny,apartamentowiec,3,,inne,miejskie,,,pełna własność,plastikowe,,,280350.0
1969,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1970,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
1971,104,5,pierwotny,apartamentowiec,10,16,,miejskie,,,,,,,780000.0
1972,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,600,,699000.0
1973,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1974,45,2,wtórny,apartamentowiec,3,,inne,miejskie,,,pełna własność,plastikowe,,,280350.0
1975,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
1976,104,5,pierwotny,apartamentowiec,10,16,,miejskie,,,,,,,780000.0
1977,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1978,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
1979,38.46,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,263451.0
1980,38.28,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,262218.0
1981,52.50,3,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,343875.0
1982,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1983,34.24,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,251664.0
1984,38.69,2,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,247616.0
1985,38.87,2,wtórny,blok,2,15,,miejskie,1980,do zamieszkania,pełna własność,plastikowe,250,,270000.0
1986,37.11,2,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,237504.0
1987,36.20,2,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,231680.0
1988,44.64,3,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,258912.0
1989,49.54,3,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,287332.0
1990,40.07,2,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,256448.0
1991,49.53,3,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,287274.0
1992,46,4,wtórny,blok,2,10,beton,inne,,do zamieszkania,pełna własność,plastikowe,,,289200.0
1993,40.17,2,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,257088.0
1994,44.56,3,pierwotny,apartamentowiec,8,10,,miejskie,,do wykończenia,,plastikowe,,,258448.0
1995,71.51,3,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2019-06-01,468962.0
1996,50.05,2,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2019-06-01,312912.0
1997,90.96,4,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2019-06-01,545760.0
1998,64.44,3,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2019-06-01,413189.0
1999,61.22,3,pierwotny,apartamentowiec,0,4,,,2019,do wykończenia,pełna własność,,2.30,2019-06-01,422418.0
2000,91.06,4,pierwotny,apartamentowiec,2,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2019-06-01,537254.0
2001,71.51,3,pierwotny,apartamentowiec,3,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2019-06-01,414758.0
2002,83.10,3,pierwotny,apartamentowiec,4,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2019-06-01,556770.0
2003,33.90,1,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,220350.0
2004,65.01,3,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,409563.0
2005,47.86,2,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,301518.0
2006,34.26,1,pierwotny,apartamentowiec,1,17,,miejskie,2021,,pełna własność,,,,237421.8
2007,85.01,3,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,518561.0
2008,51.81,2,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,316041.0
2009,54.33,2,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,342279.0
2010,34.45,1,pierwotny,apartamentowiec,0,4,pustak,,,do wykończenia,pełna własność,,2.30,2020-05-01,223925.0
2011,60.97,3,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,422583.0
2012,60.94,3,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,390016.0
2013,74.35,3,wtórny,,1,2,,,,,pełna własność,,,,240000.0
2014,53.92,2,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,339696.0
2015,34.45,1,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,206700.0
2016,54.33,2,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,315114.0
2017,60.94,3,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,335170.0
2018,104,4,wtórny,,0,,,,,,,,,,380000.0
2019,53.92,2,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,323520.0
2020,52.42,2,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,304036.0
2021,47.86,2,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,277588.0
2022,88.22,4,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,,plastikowe,2.30,2020-05-01,511676.0
2023,51.81,2,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,300498.0
2024,54.46,2,pierwotny,apartamentowiec,4,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,381220.0
2025,85.01,3,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,493058.0
2026,75.56,3,pierwotny,apartamentowiec,4,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,528920.0
2027,82.39,3,pierwotny,apartamentowiec,4,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2020-05-01,566848.0
2028,39,2,wtórny,,3,14,,,1980,,spółdzielcze wł. z KW,,,,258900.0
2029,37.57,2,pierwotny,,4,4,,miejskie,2019,,,,,2019-11-30,246084.0
2030,83.10,3,pierwotny,,4,4,,miejskie,2019,,,,,2020-03-30,556770.0
2031,36.19,2,pierwotny,,10,10,,miejskie,2019,,,,,2019-12-30,215580.0
2032,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
2033,69.50,4,wtórny,blok,4,10,,miejskie,,,pełna własność,,,2019-01-01,385000.0
2034,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
2035,80,3,wtórny,blok,0,3,wielka płyta,miejskie,1990,do zamieszkania,spółdzielcze własnościowe,plastikowe,,,479000.0
2036,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,600,,699000.0
2037,46,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,259000.0
2038,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
2039,70,3,wtórny,,2,4,,miejskie,,do wykończenia,pełna własność,,,,499000.0
2040,52,3,wtórny,blok,0,4,,miejskie,,,,drewniane,400,,322000.0
2041,70.49,3,wtórny,apartamentowiec,3,,inne,gazowe,2011,do zamieszkania,,drewniane,350,,460000.0
2042,90,4,wtórny,,3,3,,,,,pełna własność,,,,600000.0
2043,73,3,wtórny,apartamentowiec,3,3,cegła,inne,1994,do remontu,pełna własność,plastikowe,,,339000.0
2044,43.57,2,pierwotny,apartamentowiec,0,4,,miejskie,2018,do wykończenia,,plastikowe,,,290000.0
2045,41,2,wtórny,blok,3,6,,miejskie,1965,do zamieszkania,pełna własność,drewniane,390,,315000.0
2046,82,4,wtórny,,0,4,,,,,pełna własność,,,,480000.0
2047,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
2048,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
2049,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
2050,104,5,pierwotny,apartamentowiec,10,16,,miejskie,,,,,,,780000.0
2051,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
2052,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
2053,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,600,,699000.0
2054,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
2055,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
2056,104,4,wtórny,,0,,,,,,,,,,380000.0
2057,147.83,4,wtórny,kamienica,1,3,cegła,inne,1907,do remontu,pełna własność,drewniane,700,,550000.0
2058,62,3,wtórny,,0,4,,,,,,,,,420000.0
2059,78,3,pierwotny,blok,1,2,pustak,gazowe,2018,do wykończenia,pełna własność,plastikowe,3,2019-01-15,351000.0
2060,46,2,wtórny,apartamentowiec,1,2,,kotłownia,,do wykończenia,pełna własność,plastikowe,,,294000.0
2061,46,2,wtórny,apartamentowiec,1,2,,kotłownia,,do wykończenia,pełna własność,plastikowe,,,294000.0
2062,49.34,3,pierwotny,blok,6,6,cegła,,2020,,,,,,296040.0
2063,38.81,2,pierwotny,blok,6,6,cegła,,2020,,,,,,230919.5
2064,49.34,3,pierwotny,blok,4,6,cegła,,2020,,,,,,291106.0
2065,49.34,3,pierwotny,blok,1,6,cegła,,2020,do wykończenia,,,,,276304.0
2066,43.10,2,pierwotny,blok,0,6,cegła,,2020,do wykończenia,,,,,243515.0
2067,47.50,3,wtórny,,0,,,miejskie,,,pełna własność,plastikowe,400,,235000.0
2068,40,2,wtórny,kamienica,0,4,,,,do zamieszkania,,plastikowe,,,149000.0
2069,104,4,wtórny,,0,,,,,,,,,,380000.0
2070,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
2071,72,4,wtórny,,1,3,,,,,pełna własność,,,,370000.0
2072,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,600,,699000.0
2073,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
2074,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
2075,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
2076,34,1,pierwotny,apartamentowiec,5,10,,miejskie,,,pełna własność,plastikowe,,,222360.0
2077,104,5,pierwotny,apartamentowiec,10,16,,miejskie,,,,,,,780000.0
2078,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
2079,21.50,1,pierwotny,kamienica,0,3,cegła,miejskie,2018,,pełna własność,plastikowe,,,193825.0
2080,45,2,pierwotny,apartamentowiec,3,,inne,miejskie,,,pełna własność,plastikowe,,,280350.0
2081,96,3,wtórny,kamienica,4,4,cegła,,,,pełna własność,,,,319000.0
2082,162.74,4,pierwotny,apartamentowiec,0,1,inne,gazowe,2018,,pełna własność,,,2019-01-15,596100.0
2083,36.06,2,pierwotny,apartamentowiec,0,6,inne,miejskie,,,,plastikowe,,,277662.0
2084,75.20,4,wtórny,blok,2,9,,miejskie,,do zamieszkania,pełna własność,plastikowe,600,,349000.0
2085,70.24,3,wtórny,apartamentowiec,1,5,inne,miejskie,,,,plastikowe,,,393344.0
2086,37,2,wtórny,blok,5,10,wielka płyta,miejskie,,,,,,,170000.0
2087,65.64,4,pierwotny,blok,0,2,,,,,pełna własność,,,,377430.0
2088,140,4,wtórny,kamienica,2,4,,miejskie,,,pełna własność,drewniane,1 400,,500000.0
2089,45.14,2,pierwotny,blok,0,2,pustak,,,,pełna własność,,,,264068.0
2090,30.30,1,pierwotny,apartamentowiec,,4,,miejskie,2018,do wykończenia,,plastikowe,,,195000.0
2091,66.95,3,pierwotny,apartamentowiec,2,4,,miejskie,2018,do wykończenia,,plastikowe,,,444000.0
2092,38.40,2,wtórny,,0,10,,,2019,do wykończenia,,,,,203520.0
2093,42.28,2,pierwotny,apartamentowiec,0,4,,miejskie,2018,do wykończenia,,plastikowe,,,280000.0
2094,70.13,3,wtórny,,3,4,,,,do wykończenia,,,,,406754.0
2095,70.24,3,wtórny,apartamentowiec,4,5,,,,do wykończenia,,,,,400368.0
2096,75.56,3,pierwotny,,4,4,,,,,pełna własność,,,,528920.0
2097,41,2,wtórny,blok,1,2,cegła,inne,,do remontu,pełna własność,plastikowe,,,149000.0
2098,47.86,2,pierwotny,,2,4,,,,,pełna własność,,,,272802.0
2099,34.45,1,pierwotny,,1,4,,,,,pełna własność,,,,206700.0
2100,30.12,1,pierwotny,,1,4,,,,,pełna własność,,,,190708.0
2101,71.51,3,pierwotny,,3,4,,,,,pełna własność,,,,414758.0
2102,70.13,3,pierwotny,,3,4,,,,,pełna własność,,,,406754.0
2103,91.06,4,pierwotny,,1,4,,,,,pełna własność,,,,496277.0
2104,90.96,4,pierwotny,,0,4,,,,,pełna własność,,,,536664.0
2105,50.05,2,pierwotny,,0,4,,,,,pełna własność,,,,307933.0
2106,40.05,2,wtórny,kamienica,1,3,cegła,gazowe,1906,do remontu,,,209,,159000.0
2107,71.51,3,pierwotny,,0,4,,,,,pełna własność,,,,461156.0
2108,45.14,2,pierwotny,blok,2,2,pustak,,,,pełna własność,,,,264069.0
2109,45.14,2,pierwotny,blok,1,2,pustak,,,,pełna własność,,,,259555.0
2110,45.14,2,pierwotny,blok,1,2,pustak,,,,pełna własność,,,,259555.0
2111,197,5,wtórny,kamienica,3,4,,miejskie,,do zamieszkania,pełna własność,,,,700000.0
2112,30.30,1,pierwotny,apartamentowiec,1,4,,miejskie,2018,do wykończenia,,plastikowe,,,195000.0
2113,66.95,3,pierwotny,apartamentowiec,2,4,,miejskie,2018,do wykończenia,,plastikowe,,,444000.0
2114,136.49,5,pierwotny,apartamentowiec,4,4,,miejskie,2018,do wykończenia,,plastikowe,,,970000.0
2115,42.27,2,pierwotny,apartamentowiec,0,4,,miejskie,2018,do wykończenia,,plastikowe,,,280000.0
2116,52.46,3,pierwotny,apartamentowiec,1,5,,miejskie,,do wykończenia,,plastikowe,,,333121.0
2117,35.93,2,pierwotny,apartamentowiec,3,10,,miejskie,,do wykończenia,,plastikowe,,,229952.0
2118,46.02,3,pierwotny,apartamentowiec,,8,,miejskie,,,,,,,333645.0
2119,41.65,2,pierwotny,apartamentowiec,,8,,miejskie,,,,,,,306128.0
2120,118.54,3,wtórny,kamienica,4,5,cegła,,,do zamieszkania,pełna własność,drewniane,200,,711240.0
2121,128,5,wtórny,blok,0,10,,miejskie,,do zamieszkania,,plastikowe,,,599000.0
2122,31,2,wtórny,blok,10,10,beton,,,do zamieszkania,,plastikowe,320,,149000.0
